(226, 1, 2348),
(227, 1, 1),
(228, 1, 2),
(229, 1, 40),
(230, 1, 41),
(231, 1, 42),
(232, 1, 43),
(233, 1, 44),
(234, 1, 45),
(235, 1, 46),
(236, 1, 47),
(237, 1, 48),
(238, 1, 49),
(239, 1, 50),
(240, 1, 51),
(241, 1, 52),
(242, 1, 53),
(243, 1, 54),
(244, 1, 55),
(245, 1, 56),
(246, 1, 57),
(247, 1, 58),
(248, 1, 59),
(249, 1, 60),
(250, 1, 61),
(251, 1, 62),
(252, 1, 63),
(253, 1, 64),
(254, 1, 65),
(255, 1, 66),
(256, 1, 67),
(257, 1, 68),
(258, 1, 69),
(259, 1, 70),
(260, 1, 71),
(261, 1, 72),
(262, 1, 73),
(263, 1, 74),
(264, 1, 75),
(265, 1, 76),
(266, 1, 77),
(267, 1, 78),
(268, 1, 79),
(269, 1, 80),
(270, 1, 82),
(271, 1, 83),
(272, 1, 84),
(273, 1, 85),
(274, 1, 86),
(275, 1, 87),
(276, 1, 88),
(277, 1, 89),
(278, 1, 91),
(279, 1, 92),
(280, 1, 93),
(281, 1, 94),
(282, 1, 95),
(283, 1, 96),
(284, 1, 97),
(285, 1, 98),
(286, 1, 99),
(287, 1, 100),
(288, 1, 101),
(289, 1, 102),
(290, 1, 103),
(291, 1, 104),
(292, 1, 105),
(293, 1, 106),
(294, 1, 107),
(295, 1, 108),
(296, 1, 109),
(297, 1, 110),
(298, 1, 111),
(299, 1, 112),
(300, 1, 113),
(301, 1, 114),
(302, 1, 115),
(303, 1, 116),
(304, 1, 117),
(305, 1, 118),
(307, 1, 121),
(308, 1, 122),
(309, 1, 123),
(310, 3, 123),
(311, 8, 123),
(312, 35, 123),
(313, 2, 123),
(314, 7, 123),
(315, 22, 123),
(316, 90, 123),
(317, 6, 123),
(318, 18, 123),
(319, 53, 123),
(320, 220, 123),
(321, 15, 123),
(322, 43, 123),
(323, 130, 123),
(324, 470, 123),
(325, 36, 123),
(326, 105, 123),
(327, 320, 123),
(328, 1.38k, 123),
(329, 90, 123),
(330, 260, 123),
(331, 790, 123),
(332, 3.42k, 123),
(333, 230, 123),
(334, 640, 123),
(335, 1.92k, 123),
(336, 8.34k, 123),
(337, 560, 123),
(338, 1.6k, 123),
(339, 4.75k, 123),
(340, 20.4k, 123),
(341, 1, 127),
(342, 1, 128),
(343, 1, 129),
(344, 1, 130),
(345, 1, 131),
(346, 1, 132),
(347, 1, 133),
(348, 1, 134),
(349, 1, 135),
(350, 1, 136),
(351, 1, 137),
(352, 1, 138),
(353, 1, 139),
(354, 1, 140),
(355, 1, 141),
(357, 1, 143),
(358, 1, 144),
(359, 1, 144),
(360, 1, 145),
(361, 1, 146),
(362, 1, 146),
(363, 1, 146),
