(1, 1, 1977),
(2, 1, 725),
(3, 1, 726),
(7, 1, 730),
(11, 1, 734),
(19, 1, 743),
(35, 1, 759),
(36, 1, 760),
(37, 1, 761),
(38, 1, 762),
(39, 1, 763),
(40, 1, 764),
(41, 1, 765),
(42, 1, 766),
(45, 1, 769),
(50, 1, 774),
(51, 1, 775),
(52, 1, 776),
(53, 1, 777),
(54, 1, 778),
(56, 1, 780),
(57, 1, 781),
(58, 1, 782),
(59, 1, 783),
(60, 1, 784),
(61, 1, 785),
(62, 1, 786),
(63, 1, 787),
(64, 1, 788),
(65, 1, 788),
(66, 1, 788),
(67, 1, 789),
(68, 1, 790),
(69, 1, 791),
(70, 1, 792),
(71, 1, 793),
(72, 1, 794),
(73, 1, 795),
(74, 1, 796),
(75, 1, 797),
(76, 1, 798),
(77, 1, 799),
(78, 1, 800),
(79, 1, 801),
(80, 1, 802),
(81, 1, 803),
(82, 1, 804),
(83, 1, 805),
(84, 1, 806),
(85, 1, 807),
(86, 1, 808),
(87, 1, 808),
(88, 1, 809),
(89, 1, 810),
(90, 1, 811),
(91, 1, 812),
(92, 1, 813),
(93, 1, 814),
(94, 1, 815),
(95, 1, 816),
(96, 1, 817),
(97, 1, 818),
(98, 1, 819),
(99, 1, 820),
(100, 1, 821),
(101, 1, 822),
(102, 1, 823),
(103, 1, 824),
(104, 1, 825),
(105, 1, 826),
(106, 1, 827),
(107, 1, 828),
(108, 1, 829),
(109, 1, 830),
(110, 1, 831),
(111, 1, 832),
(113, 1, 834),
(114, 1, 835),
(115, 1, 836),
(116, 1, 837),
(120, 1, 841),
